Normalized_ACC	Class	Order	Collapsed_Ord
0.044477668	Terrestrial	Soil	Soil
0.044467972	Terrestrial	Soil	Soil
0.044444444	Terrestrial	Soil	Soil
0.044443775	Terrestrial	Soil	Soil
0.044395117	Terrestrial	Soil	Soil
0.044308112	Terrestrial	Soil	Soil
0.044247788	Terrestrial	Soil	Soil
0.044239023	Terrestrial	Soil	Soil
0.044194456	Terrestrial	Soil	Soil
0.044135802	Terrestrial	Soil	Soil
0.044029588	Terrestrial	Soil	Soil
0.044012282	Terrestrial	Soil	Soil
0.043943447	Terrestrial	Soil	Soil
0.043835025	Terrestrial	Soil	Soil
0.043703008	Terrestrial	Soil	Soil
0.043620323	Terrestrial	Soil	Soil
0.043559895	Terrestrial	Soil	Soil
0.043550908	Terrestrial	Soil	Soil
0.043516874	Terrestrial	Soil	Soil
0.043295019	Terrestrial	Soil	Soil
0.043257347	Terrestrial	Soil	Soil
0.043175487	Terrestrial	Soil	Soil
0.042982223	Terrestrial	Soil	Soil
0.042975207	Terrestrial	Soil	Soil
0.042927903	Terrestrial	Soil	Soil
0.042865761	Terrestrial	Soil	Soil
0.042824074	Terrestrial	Soil	Soil
0.042815785	Terrestrial	Soil	Soil
0.042783505	Terrestrial	Soil	Soil
0.042647059	Terrestrial	Soil	Soil
0.042576419	Terrestrial	Soil	Soil
0.042553191	Terrestrial	Soil	Soil
0.042478632	Terrestrial	Soil	Soil
0.042253521	Terrestrial	Soil	Soil
0.042253521	Terrestrial	Soil	Soil
0.042225201	Terrestrial	Soil	Soil
0.042216817	Terrestrial	Soil	Soil
0.042215407	Terrestrial	Soil	Soil
0.042117245	Terrestrial	Soil	Soil
0.041949016	Terrestrial	Soil	Soil
0.041791045	Terrestrial	Soil	Soil
0.041729042	Terrestrial	Soil	Soil
0.041726619	Terrestrial	Soil	Soil
0.041713854	Terrestrial	Soil	Soil
0.041587902	Terrestrial	Soil	Soil
0.041529153	Terrestrial	Soil	Soil
0.041517538	Terrestrial	Soil	Soil
0.041444867	Terrestrial	Soil	Soil
0.041440217	Terrestrial	Soil	Soil
0.041420861	Terrestrial	Soil	Soil
0.041396653	Terrestrial	Soil	Soil
0.041110518	Terrestrial	Soil	Soil
0.041019956	Terrestrial	Soil	Soil
0.040833105	Terrestrial	Soil	Soil
0.040780142	Terrestrial	Soil	Soil
0.040712946	Terrestrial	Soil	Soil
0.040694615	Terrestrial	Soil	Soil
0.040655571	Terrestrial	Soil	Soil
0.040634921	Terrestrial	Soil	Soil
0.040520984	Terrestrial	Soil	Soil
0.040368583	Terrestrial	Soil	Soil
0.040340909	Terrestrial	Soil	Soil
0.04022903	Terrestrial	Soil	Soil
0.040219378	Terrestrial	Soil	Soil
0.04020979	Terrestrial	Soil	Soil
0.04009434	Terrestrial	Soil	Soil
0.04	Terrestrial	Soil	Soil
0.039983165	Terrestrial	Soil	Soil
0.039865244	Terrestrial	Soil	Soil
0.039851024	Terrestrial	Soil	Soil
0.039844509	Terrestrial	Soil	Soil
0.039838157	Terrestrial	Soil	Soil
0.039786382	Terrestrial	Soil	Soil
0.03963964	Terrestrial	Soil	Soil
0.039620019	Terrestrial	Soil	Soil
0.039613685	Terrestrial	Soil	Soil
0.039609333	Terrestrial	Soil	Soil
0.03960114	Terrestrial	Soil	Soil
0.039487385	Terrestrial	Soil	Soil
0.039460639	Terrestrial	Soil	Soil
0.039453718	Terrestrial	Soil	Soil
0.039421262	Terrestrial	Soil	Soil
0.039420756	Terrestrial	Soil	Soil
0.039320105	Terrestrial	Soil	Soil
0.039232053	Terrestrial	Soil	Soil
0.039226833	Terrestrial	Soil	Soil
0.039215686	Terrestrial	Soil	Soil
0.039210526	Terrestrial	Soil	Soil
0.03914103	Terrestrial	Soil	Soil
0.039134438	Terrestrial	Soil	Soil
0.038907285	Terrestrial	Soil	Soil
0.038823003	Terrestrial	Soil	Soil
0.038821649	Terrestrial	Soil	Soil
0.0388	Terrestrial	Soil	Soil
0.038730285	Terrestrial	Soil	Soil
0.03870661	Terrestrial	Soil	Soil
0.038686278	Terrestrial	Soil	Soil
0.038670868	Terrestrial	Soil	Soil
0.038461538	Terrestrial	Soil	Soil
0.038425271	Terrestrial	Soil	Soil
0.038424125	Terrestrial	Soil	Soil
0.038417177	Terrestrial	Soil	Soil
0.038404176	Terrestrial	Soil	Soil
0.038365691	Terrestrial	Soil	Soil
0.038344227	Terrestrial	Soil	Soil
0.038336933	Terrestrial	Soil	Soil
0.038317857	Terrestrial	Soil	Soil
0.038302666	Terrestrial	Soil	Soil
0.03821907	Terrestrial	Soil	Soil
0.038208581	Terrestrial	Soil	Soil
0.03809224	Terrestrial	Soil	Soil
0.038019998	Terrestrial	Soil	Soil
0.038015586	Terrestrial	Soil	Soil
0.037918083	Terrestrial	Soil	Soil
0.037916584	Terrestrial	Soil	Soil
0.037912231	Terrestrial	Soil	Soil
0.037801389	Terrestrial	Soil	Soil
0.037735849	Terrestrial	Soil	Soil
0.037688442	Terrestrial	Soil	Soil
0.037552156	Terrestrial	Soil	Soil
0.037542662	Terrestrial	Soil	Soil
0.037378316	Terrestrial	Soil	Soil
0.037363778	Terrestrial	Soil	Soil
0.037356322	Terrestrial	Soil	Soil
0.037350875	Terrestrial	Soil	Soil
0.037326389	Terrestrial	Soil	Soil
0.037288136	Terrestrial	Soil	Soil
0.037286235	Terrestrial	Soil	Soil
0.037263286	Terrestrial	Soil	Soil
0.03721374	Terrestrial	Soil	Soil
0.037037037	Terrestrial	Soil	Soil
0.037014377	Terrestrial	Soil	Soil
0.036962261	Terrestrial	Soil	Soil
0.036956522	Terrestrial	Soil	Soil
0.036935287	Terrestrial	Soil	Soil
0.03692386	Terrestrial	Soil	Soil
0.036618445	Terrestrial	Soil	Soil
0.036618445	Terrestrial	Soil	Soil
0.036553525	Terrestrial	Soil	Soil
0.036519871	Terrestrial	Soil	Soil
0.036383682	Terrestrial	Soil	Soil
0.036348684	Terrestrial	Soil	Soil
0.036250894	Terrestrial	Soil	Soil
0.036235903	Terrestrial	Soil	Soil
0.036202186	Terrestrial	Soil	Soil
0.036144578	Terrestrial	Soil	Soil
0.036095577	Terrestrial	Soil	Soil
0.036082474	Terrestrial	Soil	Soil
0.036080586	Terrestrial	Soil	Soil
0.036040882	Terrestrial	Soil	Soil
0.035974304	Terrestrial	Soil	Soil
0.03593947	Terrestrial	Soil	Soil
0.035901573	Terrestrial	Soil	Soil
0.035891858	Terrestrial	Soil	Soil
0.035823755	Terrestrial	Soil	Soil
0.035820896	Terrestrial	Soil	Soil
0.035788025	Terrestrial	Soil	Soil
0.03577926	Terrestrial	Soil	Soil
0.035764706	Terrestrial	Soil	Soil
0.03558099	Terrestrial	Soil	Soil
0.035522617	Terrestrial	Soil	Soil
0.035519126	Terrestrial	Soil	Soil
0.035518337	Terrestrial	Soil	Soil
0.03549142	Terrestrial	Soil	Soil
0.035453831	Terrestrial	Soil	Soil
0.035435122	Terrestrial	Soil	Soil
0.035366564	Terrestrial	Soil	Soil
0.035349982	Terrestrial	Soil	Soil
0.035276611	Terrestrial	Soil	Soil
0.035266821	Terrestrial	Soil	Soil
0.035222052	Terrestrial	Soil	Soil
0.035211268	Terrestrial	Soil	Soil
0.035106383	Terrestrial	Soil	Soil
0.035084497	Terrestrial	Soil	Soil
0.035063876	Terrestrial	Soil	Soil
0.035048802	Terrestrial	Soil	Soil
0.035048679	Terrestrial	Soil	Soil
0.035029742	Terrestrial	Soil	Soil
0.035024155	Terrestrial	Soil	Soil
0.035019044	Terrestrial	Soil	Soil
0.03501281	Terrestrial	Soil	Soil
0.034982708	Terrestrial	Soil	Soil
0.034962871	Terrestrial	Soil	Soil
0.034905224	Terrestrial	Soil	Soil
0.034877668	Terrestrial	Soil	Soil
0.034868842	Terrestrial	Soil	Soil
0.034839925	Terrestrial	Soil	Soil
0.034837688	Terrestrial	Soil	Soil
0.034830893	Terrestrial	Soil	Soil
0.034782609	Terrestrial	Soil	Soil
0.034782609	Terrestrial	Soil	Soil
0.034752389	Terrestrial	Soil	Soil
0.034674578	Terrestrial	Soil	Soil
0.03464246	Terrestrial	Soil	Soil
0.034638778	Terrestrial	Soil	Soil
0.034621578	Terrestrial	Soil	Soil
0.034609871	Terrestrial	Soil	Soil
0.034567039	Terrestrial	Soil	Soil
0.034494458	Terrestrial	Soil	Soil
0.034492428	Terrestrial	Soil	Soil
0.034482759	Terrestrial	Soil	Soil
0.034482759	Terrestrial	Soil	Soil
0.034455128	Terrestrial	Soil	Soil
0.03433923	Terrestrial	Soil	Soil
0.034332209	Terrestrial	Soil	Soil
0.034279257	Terrestrial	Soil	Soil
0.03426276	Terrestrial	Soil	Soil
0.034247947	Terrestrial	Soil	Soil
0.034239247	Terrestrial	Soil	Soil
0.034198113	Terrestrial	Soil	Soil
0.034161491	Terrestrial	Soil	Soil
0.034144347	Terrestrial	Soil	Soil
0.034123771	Terrestrial	Soil	Soil
0.034111976	Terrestrial	Soil	Soil
0.03408258	Terrestrial	Soil	Soil
0.034075937	Terrestrial	Soil	Soil
0.034030995	Terrestrial	Soil	Soil
0.034004024	Terrestrial	Soil	Soil
0.033989617	Terrestrial	Soil	Soil
0.033988884	Terrestrial	Soil	Soil
0.033961187	Terrestrial	Soil	Soil
0.033950617	Terrestrial	Soil	Soil
0.033923304	Terrestrial	Soil	Soil
0.033886584	Terrestrial	Soil	Soil
0.033880117	Terrestrial	Soil	Soil
0.033876719	Terrestrial	Soil	Soil
0.033868093	Terrestrial	Soil	Soil
0.033817522	Terrestrial	Soil	Soil
0.033773862	Terrestrial	Soil	Soil
0.033734371	Terrestrial	Soil	Soil
0.033724723	Terrestrial	Soil	Soil
0.033694344	Terrestrial	Soil	Soil
0.03359375	Terrestrial	Soil	Soil
0.033567897	Terrestrial	Soil	Soil
0.033544304	Terrestrial	Soil	Soil
0.033508377	Terrestrial	Soil	Soil
0.033506764	Terrestrial	Soil	Soil
0.033498915	Terrestrial	Soil	Soil
0.033451397	Terrestrial	Soil	Soil
0.033426895	Terrestrial	Soil	Soil
0.033426184	Terrestrial	Soil	Soil
0.033411364	Terrestrial	Soil	Soil
0.03340081	Terrestrial	Soil	Soil
0.033394161	Terrestrial	Soil	Soil
0.033390031	Terrestrial	Soil	Soil
0.033375658	Terrestrial	Soil	Soil
0.033372365	Terrestrial	Soil	Soil
0.033307684	Terrestrial	Soil	Soil
0.033307514	Terrestrial	Soil	Soil
0.033288948	Terrestrial	Soil	Soil
0.033279483	Terrestrial	Soil	Soil
0.033149878	Terrestrial	Soil	Soil
0.033134684	Terrestrial	Soil	Soil
0.033131457	Terrestrial	Soil	Soil
0.033127572	Terrestrial	Soil	Soil
0.033123612	Terrestrial	Soil	Soil
0.03312326	Terrestrial	Soil	Soil
0.033120279	Terrestrial	Soil	Soil
0.033077994	Terrestrial	Soil	Soil
0.033066667	Terrestrial	Soil	Soil
0.033044594	Terrestrial	Soil	Soil
0.033022942	Terrestrial	Soil	Soil
0.032989356	Terrestrial	Soil	Soil
0.032986675	Terrestrial	Soil	Soil
0.032950192	Terrestrial	Soil	Soil
0.032935004	Terrestrial	Soil	Soil
0.032923555	Terrestrial	Soil	Soil
0.032920051	Terrestrial	Soil	Soil
0.032911392	Terrestrial	Soil	Soil
0.032903226	Terrestrial	Soil	Soil
0.032896107	Terrestrial	Soil	Soil
0.032861293	Terrestrial	Soil	Soil
0.032838649	Terrestrial	Soil	Soil
0.032786885	Terrestrial	Soil	Soil
0.032781044	Terrestrial	Soil	Soil
0.032774945	Terrestrial	Soil	Soil
0.032743148	Terrestrial	Soil	Soil
0.032734647	Terrestrial	Soil	Soil
0.032695375	Terrestrial	Soil	Soil
0.032689047	Terrestrial	Soil	Soil
0.032674466	Terrestrial	Soil	Soil
0.032650802	Terrestrial	Soil	Soil
0.032581454	Terrestrial	Soil	Soil
0.032561789	Terrestrial	Soil	Soil
0.032524435	Terrestrial	Soil	Soil
0.032520325	Terrestrial	Soil	Soil
0.032497605	Terrestrial	Soil	Soil
0.032416503	Terrestrial	Soil	Soil
0.032407407	Terrestrial	Soil	Soil
0.032388664	Terrestrial	Soil	Soil
0.032311669	Terrestrial	Soil	Soil
0.032215887	Terrestrial	Soil	Soil
0.032196162	Terrestrial	Soil	Soil
0.03213309	Terrestrial	Soil	Soil
0.032132002	Terrestrial	Soil	Soil
0.032114938	Terrestrial	Soil	Soil
0.032084814	Terrestrial	Soil	Soil
0.032002486	Terrestrial	Soil	Soil
0.031979533	Terrestrial	Soil	Soil
0.031956352	Terrestrial	Soil	Soil
0.031930767	Terrestrial	Soil	Soil
0.031906763	Terrestrial	Soil	Soil
0.031865937	Terrestrial	Soil	Soil
0.031864407	Terrestrial	Soil	Soil
0.03186226	Terrestrial	Soil	Soil
0.031804414	Terrestrial	Soil	Soil
0.031800836	Terrestrial	Soil	Soil
0.031789282	Terrestrial	Soil	Soil
0.031782438	Terrestrial	Soil	Soil
0.031779963	Terrestrial	Soil	Soil
0.031732419	Terrestrial	Soil	Soil
0.031708643	Terrestrial	Soil	Soil
0.031687351	Terrestrial	Soil	Soil
0.031677226	Terrestrial	Soil	Soil
0.03166573	Terrestrial	Soil	Soil
0.031624864	Terrestrial	Soil	Soil
0.031621791	Terrestrial	Soil	Soil
0.031596225	Terrestrial	Soil	Soil
0.031588585	Terrestrial	Soil	Soil
0.031577809	Terrestrial	Soil	Soil
0.031560636	Terrestrial	Soil	Soil
0.031534954	Terrestrial	Soil	Soil
0.031501832	Terrestrial	Soil	Soil
0.031456114	Terrestrial	Soil	Soil
0.031437126	Terrestrial	Soil	Soil
0.031411917	Terrestrial	Soil	Soil
0.031411082	Terrestrial	Soil	Soil
0.031371651	Terrestrial	Soil	Soil
0.031367629	Terrestrial	Soil	Soil
0.031364432	Terrestrial	Soil	Soil
0.03136382	Terrestrial	Soil	Soil
0.031355932	Terrestrial	Soil	Soil
0.031334184	Terrestrial	Soil	Soil
0.03132614	Terrestrial	Soil	Soil
0.031294452	Terrestrial	Soil	Soil
0.031264263	Terrestrial	Soil	Soil
0.031211499	Terrestrial	Soil	Soil
0.031192322	Terrestrial	Soil	Soil
0.031177446	Terrestrial	Soil	Soil
0.031160221	Terrestrial	Soil	Soil
0.031121187	Terrestrial	Soil	Soil
0.031091829	Terrestrial	Soil	Soil
0.031067087	Terrestrial	Soil	Soil
0.031051965	Terrestrial	Soil	Soil
0.031031682	Terrestrial	Soil	Soil
0.031028851	Terrestrial	Soil	Soil
0.03089685	Terrestrial	Soil	Soil
0.030867971	Terrestrial	Soil	Soil
0.030825496	Terrestrial	Soil	Soil
0.03081761	Terrestrial	Soil	Soil
0.030807147	Terrestrial	Soil	Soil
0.030796253	Terrestrial	Soil	Soil
0.030769231	Terrestrial	Soil	Soil
0.03076078	Terrestrial	Soil	Soil
0.030753177	Terrestrial	Soil	Soil
0.030740996	Terrestrial	Soil	Soil
0.030713342	Terrestrial	Soil	Soil
0.030705775	Terrestrial	Soil	Soil
0.030650243	Terrestrial	Soil	Soil
0.030626781	Terrestrial	Soil	Soil
0.030622748	Terrestrial	Soil	Soil
0.03060068	Terrestrial	Soil	Soil
0.030592734	Terrestrial	Soil	Soil
0.030587417	Terrestrial	Soil	Soil
0.030583215	Terrestrial	Soil	Soil
0.030523256	Terrestrial	Soil	Soil
0.030456853	Terrestrial	Soil	Soil
0.030444965	Terrestrial	Soil	Soil
0.030405405	Terrestrial	Soil	Soil
0.030392272	Terrestrial	Soil	Soil
0.03038674	Terrestrial	Soil	Soil
0.030342577	Terrestrial	Soil	Soil
0.030342156	Terrestrial	Soil	Soil
0.030331918	Terrestrial	Soil	Soil
0.030314884	Terrestrial	Soil	Soil
0.03030303	Terrestrial	Soil	Soil
0.03030303	Terrestrial	Soil	Soil
0.030292479	Terrestrial	Soil	Soil
0.030254135	Terrestrial	Soil	Soil
0.030214176	Terrestrial	Soil	Soil
0.03021148	Terrestrial	Soil	Soil
0.030196049	Terrestrial	Soil	Soil
0.030167142	Terrestrial	Soil	Soil
0.030145305	Terrestrial	Soil	Soil
0.030128598	Terrestrial	Soil	Soil
0.030110017	Terrestrial	Soil	Soil
0.030093145	Terrestrial	Soil	Soil
0.03007385	Terrestrial	Soil	Soil
0.030055659	Terrestrial	Soil	Soil
0.030011013	Terrestrial	Soil	Soil
0.029978762	Terrestrial	Soil	Soil
0.02996782	Terrestrial	Soil	Soil
0.029916626	Terrestrial	Soil	Soil
0.029913997	Terrestrial	Soil	Soil
0.029850746	Terrestrial	Soil	Soil
0.029847495	Terrestrial	Soil	Soil
0.029801325	Terrestrial	Soil	Soil
0.029750837	Terrestrial	Soil	Soil
0.029739777	Terrestrial	Soil	Soil
0.02972802	Terrestrial	Soil	Soil
0.029717931	Terrestrial	Soil	Soil
0.029710145	Terrestrial	Soil	Soil
0.02956803	Terrestrial	Soil	Soil
0.029550827	Terrestrial	Soil	Soil
0.029549743	Terrestrial	Soil	Soil
0.029530744	Terrestrial	Soil	Soil
0.029519364	Terrestrial	Soil	Soil
0.029510743	Terrestrial	Soil	Soil
0.029488615	Terrestrial	Soil	Soil
0.029456771	Terrestrial	Soil	Soil
0.029433272	Terrestrial	Soil	Soil
0.029411765	Terrestrial	Soil	Soil
0.029368576	Terrestrial	Soil	Soil
0.02936747	Terrestrial	Soil	Soil
0.029310345	Terrestrial	Soil	Soil
0.029303127	Terrestrial	Soil	Soil
0.029297564	Terrestrial	Soil	Soil
0.029266096	Terrestrial	Soil	Soil
0.029224605	Terrestrial	Soil	Soil
0.029176115	Terrestrial	Soil	Soil
0.029126214	Terrestrial	Soil	Soil
0.029123526	Terrestrial	Soil	Soil
0.02911309	Terrestrial	Soil	Soil
0.029103304	Terrestrial	Soil	Soil
0.02903338	Terrestrial	Soil	Soil
0.029010239	Terrestrial	Soil	Soil
0.029006396	Terrestrial	Soil	Soil
0.028982349	Terrestrial	Soil	Soil
0.028975009	Terrestrial	Soil	Soil
0.02890933	Terrestrial	Soil	Soil
0.028893726	Terrestrial	Soil	Soil
0.028842891	Terrestrial	Soil	Soil
0.028782288	Terrestrial	Soil	Soil
0.028772379	Terrestrial	Soil	Soil
0.028759058	Terrestrial	Soil	Soil
0.028730306	Terrestrial	Soil	Soil
0.028676471	Terrestrial	Soil	Soil
0.028665273	Terrestrial	Soil	Soil
0.028628598	Terrestrial	Soil	Soil
0.028586415	Terrestrial	Soil	Soil
0.028571429	Terrestrial	Soil	Soil
0.028537455	Terrestrial	Soil	Soil
0.028521663	Terrestrial	Soil	Soil
0.028472222	Terrestrial	Soil	Soil
0.02846908	Terrestrial	Soil	Soil
0.028459119	Terrestrial	Soil	Soil
0.028440231	Terrestrial	Soil	Soil
0.028428094	Terrestrial	Soil	Soil
0.028401585	Terrestrial	Soil	Soil
0.028324012	Terrestrial	Soil	Soil
0.028282828	Terrestrial	Soil	Soil
0.028262177	Terrestrial	Soil	Soil
0.028232759	Terrestrial	Soil	Soil
0.028230501	Terrestrial	Soil	Soil
0.028225806	Terrestrial	Soil	Soil
0.028213166	Terrestrial	Soil	Soil
0.028209419	Terrestrial	Soil	Soil
0.028189601	Terrestrial	Soil	Soil
0.028180898	Terrestrial	Soil	Soil
0.028177966	Terrestrial	Soil	Soil
0.028169014	Terrestrial	Soil	Soil
0.028157895	Terrestrial	Soil	Soil
0.028152719	Terrestrial	Soil	Soil
0.028135991	Terrestrial	Soil	Soil
0.028128822	Terrestrial	Soil	Soil
0.028120026	Terrestrial	Soil	Soil
0.028113879	Terrestrial	Soil	Soil
0.028111539	Terrestrial	Soil	Soil
0.028058135	Terrestrial	Soil	Soil
0.028033936	Terrestrial	Soil	Soil
0.027991453	Terrestrial	Soil	Soil
0.027972028	Terrestrial	Soil	Soil
0.027819549	Terrestrial	Soil	Soil
0.027777778	Terrestrial	Soil	Soil
0.027740492	Terrestrial	Soil	Soil
0.027720314	Terrestrial	Soil	Soil
0.027702703	Terrestrial	Soil	Soil
0.027683231	Terrestrial	Soil	Soil
0.027657736	Terrestrial	Soil	Soil
0.027648428	Terrestrial	Soil	Soil
0.027641879	Terrestrial	Soil	Soil
0.027605245	Terrestrial	Soil	Soil
0.027586207	Terrestrial	Soil	Soil
0.027561197	Terrestrial	Soil	Soil
0.02754606	Terrestrial	Soil	Soil
0.027529762	Terrestrial	Soil	Soil
0.027522936	Terrestrial	Soil	Soil
0.027478754	Terrestrial	Soil	Soil
0.027443428	Terrestrial	Soil	Soil
0.027419355	Terrestrial	Soil	Soil
0.027401385	Terrestrial	Soil	Soil
0.027322404	Terrestrial	Soil	Soil
0.027296274	Terrestrial	Soil	Soil
0.027284105	Terrestrial	Soil	Soil
0.027272727	Terrestrial	Soil	Soil
0.027255441	Terrestrial	Soil	Soil
0.02724359	Terrestrial	Soil	Soil
0.02723106	Terrestrial	Soil	Soil
0.02721425	Terrestrial	Soil	Soil
0.027208481	Terrestrial	Soil	Soil
0.02719967	Terrestrial	Soil	Soil
0.02719434	Terrestrial	Soil	Soil
0.027185893	Terrestrial	Soil	Soil
0.027168234	Terrestrial	Soil	Soil
0.027144839	Terrestrial	Soil	Soil
0.027122642	Terrestrial	Soil	Soil
0.027003063	Terrestrial	Soil	Soil
0.026980728	Terrestrial	Soil	Soil
0.0269131	Terrestrial	Soil	Soil
0.026816609	Terrestrial	Soil	Soil
0.026785019	Terrestrial	Soil	Soil
0.026675787	Terrestrial	Soil	Soil
0.026662167	Terrestrial	Soil	Soil
0.026475208	Terrestrial	Soil	Soil
0.026468229	Terrestrial	Soil	Soil
0.026427837	Terrestrial	Soil	Soil
0.026379477	Terrestrial	Soil	Soil
0.026301807	Terrestrial	Soil	Soil
0.026286966	Terrestrial	Soil	Soil
0.026216137	Terrestrial	Soil	Soil
0.026199958	Terrestrial	Soil	Soil
0.026176859	Terrestrial	Soil	Soil
0.026169707	Terrestrial	Soil	Soil
0.02613828	Terrestrial	Soil	Soil
0.026122517	Terrestrial	Soil	Soil
0.026116259	Terrestrial	Soil	Soil
0.026098901	Terrestrial	Soil	Soil
0.026077924	Terrestrial	Soil	Soil
0.026054591	Terrestrial	Soil	Soil
0.02602684	Terrestrial	Soil	Soil
0.025987107	Terrestrial	Soil	Soil
0.025852705	Terrestrial	Soil	Soil
0.025792712	Terrestrial	Soil	Soil
0.025784753	Terrestrial	Soil	Soil
0.025774088	Terrestrial	Soil	Soil
0.025736345	Terrestrial	Soil	Soil
0.025719535	Terrestrial	Soil	Soil
0.025680934	Terrestrial	Soil	Soil
0.025670945	Terrestrial	Soil	Soil
0.025668073	Terrestrial	Soil	Soil
0.025641026	Terrestrial	Soil	Soil
0.025641026	Terrestrial	Soil	Soil
0.025641026	Terrestrial	Soil	Soil
0.025587828	Terrestrial	Soil	Soil
0.025551102	Terrestrial	Soil	Soil
0.025547445	Terrestrial	Soil	Soil
0.025528169	Terrestrial	Soil	Soil
0.025507548	Terrestrial	Soil	Soil
0.025500911	Terrestrial	Soil	Soil
0.025492716	Terrestrial	Soil	Soil
0.025489904	Terrestrial	Soil	Soil
0.025487911	Terrestrial	Soil	Soil
0.02536854	Terrestrial	Soil	Soil
0.025354734	Terrestrial	Soil	Soil
0.025344527	Terrestrial	Soil	Soil
0.025337838	Terrestrial	Soil	Soil
0.025329341	Terrestrial	Soil	Soil
0.02530253	Terrestrial	Soil	Soil
0.025289779	Terrestrial	Soil	Soil
0.025273011	Terrestrial	Soil	Soil
0.025258799	Terrestrial	Soil	Soil
0.025210084	Terrestrial	Soil	Soil
0.025172644	Terrestrial	Soil	Soil
0.025092672	Terrestrial	Soil	Soil
0.025076766	Terrestrial	Soil	Soil
0.025040388	Terrestrial	Soil	Soil
0.024979691	Terrestrial	Soil	Soil
0.024961343	Terrestrial	Soil	Soil
0.024959742	Terrestrial	Soil	Soil
0.024943774	Terrestrial	Soil	Soil
0.024931694	Terrestrial	Soil	Soil
0.024924012	Terrestrial	Soil	Soil
0.024920886	Terrestrial	Soil	Soil
0.024856597	Terrestrial	Soil	Soil
0.024816789	Terrestrial	Soil	Soil
0.024793388	Terrestrial	Soil	Soil
0.024793388	Terrestrial	Soil	Soil
0.024548736	Terrestrial	Soil	Soil
0.024497992	Terrestrial	Soil	Soil
0.024496462	Terrestrial	Soil	Soil
0.024472259	Terrestrial	Soil	Soil
0.024437299	Terrestrial	Soil	Soil
0.024420677	Terrestrial	Soil	Soil
0.024380575	Terrestrial	Soil	Soil
0.024367603	Terrestrial	Soil	Soil
0.024311183	Terrestrial	Soil	Soil
0.024298761	Terrestrial	Soil	Soil
0.02427598	Terrestrial	Soil	Soil
0.024229075	Terrestrial	Soil	Soil
0.024140096	Terrestrial	Soil	Soil
0.024124256	Terrestrial	Soil	Soil
0.024120603	Terrestrial	Soil	Soil
0.024104803	Terrestrial	Soil	Soil
0.024058577	Terrestrial	Soil	Soil
0.024045687	Terrestrial	Soil	Soil
0.024019025	Terrestrial	Soil	Soil
0.024005733	Terrestrial	Soil	Soil
0.024003255	Terrestrial	Soil	Soil
0.023980815	Terrestrial	Soil	Soil
0.023930384	Terrestrial	Soil	Soil
0.023922312	Terrestrial	Soil	Soil
0.023879717	Terrestrial	Soil	Soil
0.023878818	Terrestrial	Soil	Soil
0.023867809	Terrestrial	Soil	Soil
0.023801141	Terrestrial	Soil	Soil
0.023668639	Terrestrial	Soil	Soil
0.023544304	Terrestrial	Soil	Soil
0.023335509	Terrestrial	Soil	Soil
0.023311897	Terrestrial	Soil	Soil
0.023221706	Terrestrial	Soil	Soil
0.023193277	Terrestrial	Soil	Soil
0.023185206	Terrestrial	Soil	Soil
0.023129921	Terrestrial	Soil	Soil
0.023129252	Terrestrial	Soil	Soil
0.023006135	Terrestrial	Soil	Soil
0.023005566	Terrestrial	Soil	Soil
0.022971652	Terrestrial	Soil	Soil
0.022969796	Terrestrial	Soil	Soil
0.022947368	Terrestrial	Soil	Soil
0.022908367	Terrestrial	Soil	Soil
0.022894938	Terrestrial	Soil	Soil
0.022758307	Terrestrial	Soil	Soil
0.022707166	Terrestrial	Soil	Soil
0.022528922	Terrestrial	Soil	Soil
0.022510823	Terrestrial	Soil	Soil
0.022466539	Terrestrial	Soil	Soil
0.022457067	Terrestrial	Soil	Soil
0.022397892	Terrestrial	Soil	Soil
0.022159359	Terrestrial	Soil	Soil
0.022115823	Terrestrial	Soil	Soil
0.022090261	Terrestrial	Soil	Soil
0.021933889	Terrestrial	Soil	Soil
0.021916269	Terrestrial	Soil	Soil
0.021848739	Terrestrial	Soil	Soil
0.02173913	Terrestrial	Soil	Soil
0.021697994	Terrestrial	Soil	Soil
0.021547502	Terrestrial	Soil	Soil
0.021441202	Terrestrial	Soil	Soil
0.021416804	Terrestrial	Soil	Soil
0.02140326	Terrestrial	Soil	Soil
0.021401349	Terrestrial	Soil	Soil
0.021378571	Terrestrial	Soil	Soil
0.021287643	Terrestrial	Soil	Soil
0.02128666	Terrestrial	Soil	Soil
0.021271271	Terrestrial	Soil	Soil
0.021262604	Terrestrial	Soil	Soil
0.021197668	Terrestrial	Soil	Soil
0.021085545	Terrestrial	Soil	Soil
0.020949721	Terrestrial	Soil	Soil
0.020833333	Terrestrial	Soil	Soil
0.020749665	Terrestrial	Soil	Soil
0.020711269	Terrestrial	Soil	Soil
0.020706456	Terrestrial	Soil	Soil
0.020666213	Terrestrial	Soil	Soil
0.020635205	Terrestrial	Soil	Soil
0.020576132	Terrestrial	Soil	Soil
0.020540767	Terrestrial	Soil	Soil
0.020534334	Terrestrial	Soil	Soil
0.02047952	Terrestrial	Soil	Soil
0.020468924	Terrestrial	Soil	Soil
0.020408163	Terrestrial	Soil	Soil
0.020307355	Terrestrial	Soil	Soil
0.020222447	Terrestrial	Soil	Soil
0.01995051	Terrestrial	Soil	Soil
0.019934462	Terrestrial	Soil	Soil
